Site_ID,Variable,Start_Date,Height,Instrument_Model,Instrument_Model2,Comment,BASE_Version
US-KFS,ALB_PI_F_1_1_1,,3,RAD-Pyrrad-SW+LW,,,06-May
US-KFS,H2O_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500,,,06-May
US-KFS,ZL_1_1_1,,3,SA-Campbell CSAT-3,,,06-May
US-KLS,WD_1_1_1,,3,SA-Campbell CSAT-3,,,01-May
US-KLS,WD_PI_F_1_1_1,,3,SA-Campbell CSAT-3,,,01-May
US-KLS,T_SONIC_1_1_1,,3,SA-Campbell CSAT-3,,,01-May
US-KLS,T_SONIC_PI_F_1_1_1,,3,SA-Campbell CSAT-3,,,01-May
US-KLS,WS_PI_F_1_1_1,,3,SA-Campbell CSAT-3,,,01-May
US-KLS,NEE_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,01-May
US-KLS,FC_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,01-May
US-KLS,SC_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,01-May
US-KLS,H_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,01-May
US-KLS,SH_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,01-May
US-KLS,LE_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,01-May
US-KLS,SLE_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,01-May
US-KLS,PA_PI_F_1_1_1,,3,PRES-ElectBar,,,01-May
US-KLS,CO2_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,01-May
US-KLS,VPD_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,01-May
US-KLS,G_PI_F_4_1_1,,-0.08,SOIL_H-Plate_AUTO,,,01-May
US-KLS,G_PI_F_4_2_1,,-0.08,SOIL_H-Plate_AUTO,,,01-May
US-KLS,TS_3_1_1,,-0.02,TEMP-Thermis,,,01-May
US-KLS,TS_PI_F_3_1_1,,-0.02,TEMP-Thermis,,,01-May
US-KLS,RH_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,01-May
US-KLS,RH_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,01-May
US-KLS,ALB_PI_F_2_1_1,,2.5,RAD-Pyrrad-SW+LW,,,01-May
US-KLS,PPFD_IN_PI_F_2_1_1,,2.5,RAD-PAR Quantum,,,01-May
US-KLS,NETRAD_PI_F_2_1_1,,2.5,RAD-PAR Quantum,,,01-May
US-KLS,SW_IN_PI_F_2_1_1,,2.5,RAD-Pyrrad-SW+LW,,,01-May
US-KLS,SW_OUT_PI_F_2_1_1,,2.5,RAD-Pyrrad-SW+LW,,,01-May
US-KLS,LW_IN_PI_F_2_1_1,,2.5,RAD-Pyrrad-SW+LW,,,01-May
US-KLS,LW_OUT_PI_F_2_1_1,,2.5,RAD-Pyrrad-SW+LW,,,01-May
US-KLS,H2O_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,01-May
US-KLS,RECO_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,01-May
US-KLS,GPP_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,01-May
US-KLS,ZL_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,01-May
US-KLS,P_2_1_1,2012,2.5,PREC-TipBucGauge,,,01-May
US-ARM,WS_1_2_1,20150723,25,SA-Gill R3-50,,,09-May
US-Kon,FC,201607,3,GA_OP_SA-Campbell IRGASON,,,04-Jan
US-ARM,WS_1_3_1,20150723,4.7,SA-Gill R3-50,,,09-May
US-Kon,CO2_1,201607,3,GA_OP_SA-Campbell IRGASON,,,04-Jan
US-Kon,H,201607,3,GA_OP_SA-Campbell IRGASON,,,04-Jan
US-Kon,H2O,201607,3,GA_OP_SA-Campbell IRGASON,,,04-Jan
US-Kon,LE,201607,3,GA_OP_SA-Campbell IRGASON,,,04-Jan
US-Kon,LW_IN,201607,3,RAD-Pyrrad-SW+LW,,CRN4,04-Jan
US-Kon,NETRAD,201607,3,RAD-Pyrrad-SW+LW,,CRN4,04-Jan
US-Kon,P,2017,3,PREC-TipBucGauge,,,04-Jan
US-Kon,PA,201607,3,PRES-ElectBar,,,04-Jan
US-Kon,RH,201607,3,GA_OP_SA-Campbell IRGASON,,,04-Jan
US-Kon,SH,201607,3,GA_OP_SA-Campbell IRGASON,,,04-Jan
US-Kon,SLE,201607,3,GA_OP_SA-Campbell IRGASON,,,04-Jan
US-Kon,SW_IN,201607,3,RAD-Pyrrad-SW+LW,,CRN4,04-Jan
US-Kon,SW_OUT,201607,3,RAD-Pyrrad-SW+LW,,CRN4,04-Jan
US-Kon,LW_OUT,201607,3,RAD-Pyrrad-SW+LW,,CRN4,04-Jan
US-Kon,WS,201607,3,GA_OP_SA-Campbell IRGASON,,,04-Jan
US-Kon,TA,201607,3,TEMP-IntegratedCircuit,,,04-Jan
US-Kon,USTAR,201607,3,GA_OP_SA-Campbell IRGASON,,,04-Jan
US-Kon,WD,201607,3,GA_OP_SA-Campbell IRGASON,,,04-Jan
US-UMB,PA,,1.5,PRES-Other,,,13-May
US-UMB,H2O,,46,GA_CP-LI-COR LI-6252,,,13-May
US-UMB,H2O,20010509,48,GA_CP-LI-COR LI-6252,,changed ht,13-May
US-ARM,T_SONIC_1_1_1,20150723,60,SA-Gill R3-50,,,09-May
US-ARM,WD_1_1_1,20150723,60,SA-Gill R3-50,,,09-May
US-ARM,WD_1_2_1,20150723,25,SA-Gill R3-50,,,09-May
US-ARM,WS_1_1_1,20150723,60,SA-Gill R3-50,,,09-May
US-ARM,T_SONIC_1_2_1,20150723,25,SA-Gill R3-50,,,09-May
US-Myb,LE_PI_F,20120424,5.44,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,06-May
US-Bi1,CH4,,3.9,GA_OP-LI-COR LI-7700,,,02-May
US-Bi1,CO2,,3.9,GA_OP-LI-COR LI-7500A,,,02-May
US-Bi1,FC,,3.9,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,02-May
US-Bi1,FC_PI_F,,3.9,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,02-May
US-Bi1,FCH4,,3.9,GA_OP-LI-COR LI-7700,SA-Gill Windmaster,,02-May
US-Bi1,FCH4_PI_F,,3.9,GA_OP-LI-COR LI-7700,SA-Gill Windmaster,,02-May
US-Bi1,G,,-0.02,SOIL_H-Plate,,,02-May
US-Bi1,H,,3.9,SA-Gill Windmaster,,,02-May
US-Bi1,H_PI_F,,3.9,SA-Gill Windmaster,,,02-May
US-Bi1,H2O,,3.9,GA_OP-LI-COR LI-7500A,,,02-May
US-Bi1,LE,,3.9,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,02-May
US-Bi1,LE_PI_F,,3.9,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,02-May
US-Bi1,LW_IN,,2.76,RAD-Pyrrad-SW+LW,,,02-May
US-Bi1,LW_OUT,,2.76,RAD-Pyrrad-SW+LW,,,02-May
US-Bi1,NETRAD,,2.76,RAD-Pyrrad-SW+LW,,,02-May
US-Bi1,P,,,RAIN-TipBucGauge,,,02-May
US-Bi1,PA,,,PRES-ElectBar,,,02-May
US-Bi1,PPFD_IN,,2.76,RAD-PAR Quantum,,,02-May
US-Bi1,PPFD_OUT,,2.76,RAD-PAR Quantum,,,02-May
US-Bi1,RH,,,RH-Capac,,,02-May
US-Bi1,SW_IN,,2.76,RAD-Pyrrad-SW+LW,,,02-May
US-Bi1,SW_OUT,,2.76,RAD-Pyrrad-SW+LW,,,02-May
US-Bi1,SWC_PI_1,,-0.02,SWC-TDR,,,02-May
US-Bi1,SWC_PI_2,,-0.2,SWC-TDR,,,02-May
US-Bi1,T_SONIC,,3.9,SA-Gill Windmaster,,,02-May
US-Bi1,T_SONIC_SIGMA,,3.9,SA-Gill Windmaster,,,02-May
US-Bi1,TA,,,TEMP-ElectResis,,,02-May
US-Bi1,TAU,,3.9,SA-Gill Windmaster,,,02-May
US-Bi1,TS_PI_1,,-0.02,TEMP-TCouple,,,02-May
US-Bi1,TS_PI_2,,-0.04,TEMP-TCouple,,,02-May
US-Bi1,TS_PI_3,,-0.08,TEMP-TCouple,,,02-May
US-Bi1,TS_PI_4,,-0.16,TEMP-TCouple,,,02-May
US-Bi1,TS_PI_5,,-0.32,TEMP-TCouple,,,02-May
US-Bi1,USTAR,,3.9,SA-Gill Windmaster,,,02-May
US-Bi1,WS,,3.9,SA-Gill Windmaster,,,02-May
US-UMB,CO2,,46,GA_CP-LI-COR LI-6252,,,13-May
US-UMB,CO2,20010509,48,GA_CP-LI-COR LI-6252,,Change ht of intake,13-May
US-UMB,FC,20010509,48,GA_CP-LI-COR LI-6252,SA-Campbell CSAT-3,changed ht of both instruments,13-May
US-UMB,FC,,46,GA_CP-LI-COR LI-6252,SA-Campbell CSAT-3,,13-May
US-CRT,G_2_1_1,,-0.1,SOIL_H-Plate,,,04-May
US-CRT,T_SONIC,,2,SA-Campbell CSAT-3,,,04-May
US-CRT,T_SONIC_SIGMA,,2,SA-Campbell CSAT-3,,,04-May
US-WPT,T_SONIC,,2.7,SA-Campbell CSAT-3,,,04-May
US-WPT,T_SONIC_SIGMA,,2.7,SA-Campbell CSAT-3,,,04-May
US-Oho,CO2,200911,34,GA_OP-LI-COR LI-7500,,,06-May
US-Oho,FC,200911,34,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,06-May
US-Oho,H,200911,34,SA-Campbell CSAT-3,,,06-May
US-Oho,H2O,200911,34,SA-Campbell CSAT-3,,,06-May
US-Oho,LE,200911,34,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,06-May
US-Oho,USTAR,200911,34,SA-Campbell CSAT-3,,,06-May
US-Oho,WD,200911,34,SA-Campbell CSAT-3,,,06-May
US-Oho,WS,200911,34,SA-Campbell CSAT-3,,,06-May
US-OWC,CO2,20150601,3.2,GA_OP-LI-COR LI-7500,,,02-May
US-OWC,CO2,20170801,5.2,GA_OP-LI-COR LI-7500,,,02-May
US-OWC,NEE_PI,20150601,3.2,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,02-May
US-OWC,NEE_PI,20170801,5.2,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,UPDATE CHANGE IN HEIGHT. ESTIMATED,02-May
US-OWC,H2O,20150601,3.2,GA_OP-LI-COR LI-7500,,,02-May
US-OWC,H2O,20170801,5.2,GA_OP-LI-COR LI-7500,,,02-May
US-OWC,CH4,20150601,3.2,GA_OP-LI-COR LI-7700,,,02-May
US-OWC,CH4,20170801,5.2,GA_OP-LI-COR LI-7700,,,02-May
US-OWC,FC,20150601,3.2,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,02-May
US-OWC,FC,20170801,5.2,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,02-May
US-OWC,RECO_PI,20150601,3.2,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,02-May
US-OWC,RECO_PI,20170801,5.2,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,02-May
US-Ton,LE_PI_F_1_1_1,20170524,23.5,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,11-May
US-Ton,LE_PI_F_1_2_1,20170524,2,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,11-May
US-OWC,FCH4,20150601,3.2,GA_OP-LI-COR LI-7700,SA-Campbell CSAT-3,,02-May
US-OWC,FCH4,20170801,5.2,GA_OP-LI-COR LI-7700,SA-Campbell CSAT-3,,02-May
US-OWC,H,20150601,3.2,GA_OP-LI-COR LI-7500,,,02-May
US-OWC,H,20170801,5.2,GA_OP-LI-COR LI-7500,,,02-May
US-OWC,LE,20150601,3.2,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,02-May
US-OWC,LE,20170801,5.2,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,02-May
US-OWC,NEE_PI,20150601,3.2,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,02-May
US-OWC,NEE_PI,20170801,5.2,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,02-May
US-OWC,RECO_PI,20150601,3.2,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,02-May
US-OWC,RECO_PI,20170801,5.2,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,02-May
US-OWC,GPP_PI,20150601,3.2,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,02-May
US-OWC,GPP_PI,20170801,5.2,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,02-May
US-OWC,WD,20150601,3.2,SA-Campbell CSAT-3,,,02-May
US-OWC,WD,20170801,5.2,SA-Campbell CSAT-3,,,02-May
US-OWC,WS,20150601,3.2,SA-Campbell CSAT-3,,,02-May
US-OWC,WS,20170801,5.2,SA-Campbell CSAT-3,,,02-May
US-OWC,USTAR,20150601,3.2,SA-Campbell CSAT-3,,,02-May
US-OWC,USTAR,20170801,5.2,SA-Campbell CSAT-3,,,02-May
US-OWC,MO_LENGTH,20150601,3.2,SA-Campbell CSAT-3,,,02-May
US-OWC,MO_LENGTH,20170801,5.2,SA-Campbell CSAT-3,,,02-May
US-OWC,PA,20150601,3.2,GA_OP-LI-COR LI-7700,,,02-May
US-OWC,PA,20170801,5.2,GA_OP-LI-COR LI-7700,,,02-May
US-OWC,NETRAD,20150601,3.2,RAD-Net radiometer,,,02-May
US-OWC,NETRAD,20170801,5.2,RAD-Net radiometer,,,02-May
US-OWC,SW_IN,20150601,3.2,RAD-Net radiometer,,,02-May
US-OWC,SW_IN,20170801,5.2,RAD-Net radiometer,,,02-May
US-OWC,SW_OUT,20150601,3.2,RAD-Net radiometer,,,02-May
US-OWC,SW_OUT,20170801,5.2,RAD-Net radiometer,,,02-May
US-OWC,LW_IN,20150601,3.2,RAD-Net radiometer,,,02-May
US-OWC,LW_IN,20170801,5.2,RAD-Net radiometer,,,02-May
US-OWC,LW_OUT,20150601,3.2,RAD-Net radiometer,,,02-May
US-OWC,LW_OUT,20170801,5.2,RAD-Net radiometer,,,02-May
US-OWC,TA,20150601,3.2,RH-Other,,,02-May
US-OWC,TA,20170801,5.2,RH-Other,,,02-May
US-OWC,VPD_PI,20150601,3.2,RH-Other,,,02-May
US-OWC,VPD_PI,20170801,5.2,RH-Other,,,02-May
US-OWC,RH,20150601,3.2,RH-Other,,,02-May
US-OWC,RH,20170801,5.2,RH-Other,,,02-May
US-Ton,FC_1_1_1,20170524,23.5,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,11-May
US-Ton,FC_1_2_1,20170524,2,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,11-May
US-Ton,GPP_PI_F_1_1_1,20170524,23.5,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,11-May
